Job_Type,Quantity,Color_Type (BW / Full Color),Material_Type,Requested_Deadline_Date,Order_Request_Date,Current_Queued_Jobs_Count,Active_Machines_Count,Total_Machines_Count,Available_Staff_Count,Total_Staff_Count,Delay_Risk_Level
Banners,126,Full Color,Vinyl,2020-01-12,2020-01-09,82,3,4,8,10,Low
Business Cards,455,Full Color,Cardboard,2026-01-07,2026-01-05,180,4,6,11,12,Medium
Flyers,447,BW,Vinyl,2021-08-25,2021-08-24,134,4,6,11,13,Medium
Stickers,272,BW,Glossy Paper,2023-08-20,2023-08-18,38,4,5,10,11,Medium
Banners,,Full Color,Canvas,2024-06-01,2024-05-31,116,5,6,11,13,
Stickers,653,Full Color,Matte Paper,2023-02-11,2023-02-06,172,5,6,10,11,Low
Brochures,687,Full Color,Matte Paper,2024-08-27,2024-08-24,121,5,6,9,10,Low
,96,BW,Canvas,2023-05-16,2023-05-10,125,4,6,9,10,Medium
Stickers,869,Full Color,Vinyl,2024-07-29,2024-07-23,54,6,8,8,10,Low
Business Cards,,,Vinyl,2024-01-02,2023-12-30,189,4,6,11,12,Medium
Stickers,187,BW,Glossy Paper,2022-12-12,2022-12-11,123,5,7,12,14,Medium
Flyers,108,BW,Matte Paper,2023-05-25,2023-05-23,160,6,7,10,12,Low
Stickers,438,Full Color,Cardboard,2021-12-27,2021-12-25,49,4,6,10,11,Low
Flyers,,,Cardboard,2022-11-08,2022-11-04,,3,4,10,12,Medium
Banners,,BW,Glossy Paper,2018-08-31,2018-08-27,40,6,8,9,11,Medium
Flyers,,Full Color,Vinyl,2020-01-27,2020-01-22,132,4,6,9,11,Low
Business Cards,,BW,Canvas,2025-10-13,2025-10-09,49,5,6,10,12,Medium
Stickers,987,BW,Canvas,2024-07-22,2024-07-18,102,3,4,10,12,Medium
Brochures,,,Glossy Paper,2025-10-03,2025-10-01,62,5,6,11,13,High
,,Full Color,Matte Paper,2026-01-09,2026-01-03,2,4,6,9,10,Medium
Flyers,395,BW,Glossy Paper,2015-07-30,2015-07-26,171,3,4,10,12,
Banners,,BW,Glossy Paper,2022-06-15,2022-06-08,172,5,7,11,13,Medium
Stickers,400,Full Color,Vinyl,2023-02-17,2023-02-12,186,4,6,8,9,Low
Posters,294,Full Color,Matte Paper,2023-10-29,2023-10-22,183,4,5,10,11,Medium
Banners,,BW,Glossy Paper,2020-09-17,2020-09-15,129,3,5,8,10,Low
Stickers,863,Full Color,,2016-02-12,2016-02-07,57,3,4,10,12,Low
Stickers,,Full Color,Canvas,2015-02-20,2015-02-14,174,4,5,11,12,Low
Banners,253,,Canvas,2021-03-05,2021-03-03,47,3,5,9,10,Low
Banners,,Full Color,Matte Paper,2021-10-09,2021-10-03,199,6,8,11,12,Low
Flyers,,Full Color,Glossy Paper,2019-02-04,2019-01-31,111,3,5,9,11,Medium
Flyers,451,BW,Vinyl,2015-01-23,2015-01-19,95,5,6,9,10,High
,137,BW,Matte Paper,2024-03-30,2024-03-25,95,3,4,10,12,Medium
Posters,,BW,Vinyl,2025-07-06,2025-06-29,14,4,5,11,12,Low
Posters,,Full Color,Canvas,2018-02-18,2018-02-14,,6,8,8,10,Medium
Posters,,Full Color,Canvas,2024-10-22,2024-10-18,149,4,5,9,10,
Brochures,,Full Color,Canvas,2019-09-28,2019-09-26,193,7,9,10,11,Low
Business Cards,,Full Color,Cardboard,2015-03-01,2015-02-24,28,4,5,9,11,High
Banners,,Full Color,Glossy Paper,2023-04-30,2023-04-28,181,5,6,8,9,Medium
Posters,,Full Color,Vinyl,2018-08-15,2018-08-13,57,5,7,9,11,High
Business Cards,828,Full Color,Vinyl,2015-08-24,2015-08-19,199,6,8,11,12,Low
Brochures,470,Full Color,Glossy Paper,2025-11-10,2025-11-05,40,5,7,12,14,Medium
Banners,,BW,Glossy Paper,2019-03-28,2019-03-26,31,5,6,8,10,Medium
Business Cards,,,Cardboard,2019-01-13,2019-01-07,94,4,6,10,12,Low
Business Cards,,Full Color,Canvas,2024-07-11,2024-07-08,197,4,6,8,10,Medium
Posters,,BW,Glossy Paper,2022-04-06,2022-04-05,65,6,8,10,12,Medium
,,BW,Glossy Paper,2025-06-12,2025-06-11,29,4,6,8,9,Medium
,429,Full Color,,2015-04-01,2015-03-26,99,4,5,8,10,High
Brochures,,BW,Cardboard,2025-05-30,2025-05-24,61,6,7,11,13,Medium
Stickers,601,BW,Matte Paper,2025-07-16,2025-07-15,143,4,6,8,9,High
Stickers,183,BW,Canvas,2015-03-11,2015-03-10,50,7,9,9,10,Low
Business Cards,645,Full Color,Cardboard,2022-07-09,2022-07-07,79,5,6,12,14,
Stickers,500,Full Color,Vinyl,2021-12-07,2021-12-01,81,5,7,12,13,High
Posters,,BW,Vinyl,2024-08-21,2024-08-17,181,6,8,9,11,High
Posters,,Full Color,Vinyl,2023-11-23,2023-11-17,,3,5,10,11,Medium
,,Full Color,Vinyl,2021-01-10,2021-01-03,159,4,5,10,11,Medium
Banners,272,Full Color,Canvas,2024-04-04,2024-03-31,2,5,6,10,12,Medium
Brochures,,BW,Glossy Paper,2025-03-14,2025-03-13,195,4,5,11,13,Medium
Business Cards,787,Full Color,Matte Paper,2017-10-18,2017-10-12,137,5,7,11,12,Medium
Flyers,,,Glossy Paper,2016-03-22,2016-03-21,,6,8,11,13,Low
Posters,,Full Color,Matte Paper,2024-12-10,2024-12-05,114,5,7,9,10,Medium
Business Cards,294,Full Color,Matte Paper,2025-08-12,2025-08-11,9,4,5,10,12,Low
Posters,182,BW,Glossy Paper,2025-02-10,2025-02-08,148,7,8,10,11,Medium
Brochures,,BW,Canvas,2020-11-14,2020-11-12,132,5,7,9,11,Medium
Banners,,BW,Matte Paper,2020-01-29,2020-01-23,78,5,7,8,10,Medium
Brochures,,Full Color,Matte Paper,2017-12-31,2017-12-30,22,4,6,8,9,High
Flyers,412,,Canvas,2021-03-18,2021-03-16,40,6,8,9,11,Medium
Posters,,BW,Vinyl,2015-04-07,2015-04-02,142,5,7,9,10,Low
,,BW,Glossy Paper,2015-03-28,2015-03-21,85,6,7,9,11,Medium
Flyers,960,Full Color,Canvas,2017-09-15,2017-09-09,144,6,7,9,10,Low
Flyers,,BW,Glossy Paper,2017-07-08,2017-07-04,39,4,5,10,12,High
Business Cards,,BW,Vinyl,2016-11-30,2016-11-24,16,5,6,10,12,Low
Stickers,,BW,Vinyl,2015-06-06,2015-06-05,15,6,8,9,10,Medium
Brochures,936,BW,,2022-05-08,2022-05-03,41,4,5,11,12,High
Flyers,,Full Color,,2019-04-08,2019-04-03,149,6,7,10,12,Low
Stickers,310,BW,Glossy Paper,2019-10-07,2019-09-30,121,6,8,11,12,High
Stickers,,,Canvas,2019-06-18,2019-06-17,196,5,6,11,13,High
Flyers,872,Full Color,Vinyl,2018-11-11,2018-11-08,114,5,7,9,10,Low
Banners,216,,Glossy Paper,2018-05-02,2018-05-01,187,6,7,10,12,High
Business Cards,,Full Color,Matte Paper,2018-11-16,2018-11-11,45,6,8,10,11,Medium
Brochures,134,BW,Vinyl,2015-10-06,2015-10-04,136,4,6,9,11,
Business Cards,,BW,Glossy Paper,2017-01-17,2017-01-14,182,3,5,8,9,High
Business Cards,203,Full Color,Vinyl,2018-03-25,2018-03-22,144,5,6,11,13,Medium
Brochures,620,Full Color,Canvas,2015-09-01,2015-08-25,20,5,6,8,9,Low
Posters,,BW,Matte Paper,2020-10-09,2020-10-03,116,5,7,12,13,Medium
Flyers,,Full Color,Vinyl,2019-01-03,2018-12-30,18,5,6,11,12,High
Brochures,81,Full Color,Matte Paper,2020-11-30,2020-11-26,59,4,6,10,12,Medium
Brochures,764,BW,Matte Paper,2018-04-24,2018-04-22,172,5,7,9,10,Medium
Stickers,,BW,Canvas,2018-10-30,2018-10-23,0,4,6,10,11,Low
Stickers,458,BW,Glossy Paper,2018-05-13,2018-05-06,,5,7,9,10,Medium
Brochures,,BW,Canvas,2016-01-11,2016-01-08,101,5,7,9,11,
Business Cards,,Full Color,Canvas,2019-03-06,2019-03-01,175,4,6,11,13,Medium
Brochures,,Full Color,Cardboard,2021-03-05,2021-02-26,28,4,6,9,10,Medium
Flyers,,Full Color,Vinyl,2022-01-01,2021-12-31,173,5,6,10,12,Medium
Stickers,417,Full Color,Matte Paper,2021-05-13,2021-05-11,181,5,6,11,12,Low
Flyers,950,Full Color,Cardboard,2016-05-21,2016-05-18,72,4,5,8,9,High
Posters,242,Full Color,Vinyl,2023-10-02,2023-09-25,72,7,8,10,12,High
Flyers,700,BW,Glossy Paper,2024-12-11,2024-12-04,149,5,6,10,11,High
Flyers,447,Full Color,Canvas,2015-11-13,2015-11-11,181,7,8,10,11,Low
Stickers,610,BW,Vinyl,2021-07-08,2021-07-04,16,5,7,11,12,High
Brochures,,BW,Cardboard,2015-10-11,2015-10-10,,5,6,11,13,Medium
Brochures,,Full Color,Vinyl,2015-09-22,2015-09-15,77,6,8,10,12,Medium
Brochures,306,BW,Glossy Paper,2016-08-03,2016-07-27,102,5,6,10,11,Low
,177,,Glossy Paper,2017-11-12,2017-11-08,26,5,7,10,11,Medium
Banners,,BW,Canvas,2022-11-25,2022-11-24,188,4,5,10,12,Medium
Stickers,,BW,Glossy Paper,2019-02-05,2019-01-29,,5,6,10,12,Low
Business Cards,,Full Color,Matte Paper,2017-02-01,2017-01-27,73,3,4,9,11,Medium
,602,,Cardboard,2026-01-24,2026-01-21,169,4,5,8,10,
Brochures,,,Vinyl,2019-04-25,2019-04-24,,3,4,11,12,Medium
Stickers,,Full Color,Cardboard,2021-10-11,2021-10-07,150,3,5,9,11,High
Brochures,,BW,Cardboard,2024-06-26,2024-06-21,47,7,9,10,11,Low
Posters,,BW,Cardboard,2025-12-12,2025-12-06,141,4,5,11,12,
Brochures,,,Glossy Paper,2025-04-04,2025-03-30,134,5,7,9,10,Medium
Stickers,657,Full Color,Cardboard,2021-02-25,2021-02-21,9,6,8,10,12,Medium
Brochures,,BW,Cardboard,2020-06-20,2020-06-15,88,5,7,8,10,Low
Brochures,801,BW,Matte Paper,2015-11-07,2015-11-03,116,4,6,12,14,Low
Stickers,910,Full Color,Vinyl,2020-02-10,2020-02-04,167,5,6,8,10,
Flyers,894,BW,Matte Paper,2020-05-17,2020-05-15,3,5,6,10,12,Medium
Banners,186,BW,Vinyl,2016-12-24,2016-12-23,140,5,7,10,11,Medium
,,BW,Canvas,2018-05-22,2018-05-18,138,6,7,11,13,
,,Full Color,Vinyl,2017-03-09,2017-03-08,147,7,8,8,9,
Brochures,309,BW,Matte Paper,2025-02-02,2025-01-30,5,5,6,10,11,Low
Brochures,,BW,Vinyl,2015-08-04,2015-07-28,53,4,5,9,11,High
Brochures,68,BW,,2024-04-30,2024-04-29,113,5,7,9,11,High
Stickers,833,BW,Cardboard,2024-02-23,2024-02-19,146,3,5,11,12,Medium
Flyers,464,BW,Canvas,2020-05-08,2020-05-01,130,6,8,8,10,Low
Banners,56,Full Color,Vinyl,2020-08-10,2020-08-06,57,3,4,10,11,
Flyers,,Full Color,Cardboard,2019-10-19,2019-10-16,112,4,6,11,12,
Banners,,BW,Matte Paper,2023-12-30,2023-12-27,131,6,8,11,13,Low
Brochures,352,BW,,2018-01-09,2018-01-04,53,5,7,10,11,Low
Business Cards,,Full Color,Vinyl,2024-04-19,2024-04-15,175,4,6,9,10,Medium
Posters,,Full Color,Matte Paper,2021-10-21,2021-10-16,174,5,6,10,12,High
Brochures,,Full Color,Cardboard,2022-05-17,2022-05-12,104,6,8,12,13,Medium
Posters,,BW,Canvas,2017-12-08,2017-12-06,185,4,5,11,13,Medium
Business Cards,,Full Color,Canvas,2020-01-28,2020-01-25,21,6,7,10,12,Medium
Brochures,,Full Color,,2015-04-19,2015-04-13,98,3,5,11,12,Low
Brochures,949,Full Color,,2022-12-15,2022-12-11,149,6,7,11,12,Medium
Brochures,512,BW,Vinyl,2020-03-20,2020-03-18,8,6,7,11,13,Low
Business Cards,765,Full Color,Matte Paper,2025-12-19,2025-12-13,1,4,6,10,11,Medium
Banners,,Full Color,Matte Paper,2019-10-25,2019-10-22,187,5,7,11,13,High
Brochures,485,Full Color,Matte Paper,2016-11-11,2016-11-09,132,4,6,11,12,High
Brochures,,BW,Cardboard,2017-09-16,2017-09-15,24,5,7,8,9,Low
Stickers,,BW,Glossy Paper,2021-10-13,2021-10-11,55,5,7,12,14,Low
Flyers,,BW,Glossy Paper,2019-02-17,2019-02-11,28,5,6,9,10,Medium
,,BW,,2018-04-06,2018-03-31,54,4,6,10,12,Medium
Brochures,334,BW,Glossy Paper,2017-07-27,2017-07-20,82,4,5,11,13,Medium
Business Cards,950,Full Color,Matte Paper,2024-10-21,2024-10-19,69,3,4,10,12,Low
Flyers,855,BW,,2020-06-07,2020-06-01,166,4,6,11,12,Low
Banners,154,Full Color,Glossy Paper,2021-09-13,2021-09-06,47,5,6,10,12,Medium
Flyers,,BW,Vinyl,2022-07-26,2022-07-23,163,6,7,9,10,High
Business Cards,113,BW,Vinyl,2023-12-22,2023-12-16,141,5,7,8,9,Medium
Flyers,909,Full Color,Glossy Paper,2018-04-24,2018-04-17,11,5,7,10,11,High
,486,BW,Vinyl,2016-08-19,2016-08-16,139,7,8,10,12,Medium
Brochures,812,BW,,2018-11-27,2018-11-22,87,5,6,9,11,Medium
Flyers,785,,Cardboard,2021-01-18,2021-01-14,80,6,7,10,11,High
,,Full Color,Canvas,2021-01-27,2021-01-23,30,5,6,9,10,High
Stickers,598,BW,Glossy Paper,2017-08-21,2017-08-17,110,4,5,11,12,High
Stickers,945,BW,Matte Paper,2024-07-16,2024-07-15,149,3,5,8,10,High
Banners,,BW,Glossy Paper,2021-02-23,2021-02-19,45,5,7,10,12,
Banners,,Full Color,Vinyl,2022-07-31,2022-07-28,65,3,5,9,11,Low
Business Cards,,Full Color,Glossy Paper,2023-11-11,2023-11-05,37,4,6,8,9,High
Brochures,163,Full Color,Vinyl,2017-04-02,2017-03-26,138,5,6,11,12,Medium
Posters,,Full Color,Matte Paper,2017-06-15,2017-06-11,64,5,7,10,11,Low
Brochures,983,,Glossy Paper,2024-04-11,2024-04-05,115,5,7,10,11,High
Business Cards,842,Full Color,Matte Paper,2024-09-08,2024-09-04,12,4,5,10,12,Low
Banners,118,BW,Cardboard,2020-08-11,2020-08-10,50,4,5,10,12,Medium
Brochures,350,Full Color,Vinyl,2019-09-24,2019-09-17,147,5,6,10,12,Medium
Posters,,Full Color,Canvas,2021-01-03,2020-12-27,73,7,9,11,12,Medium
Business Cards,,Full Color,Vinyl,2020-12-22,2020-12-20,,5,7,10,11,Low
Brochures,,BW,Cardboard,2015-07-01,2015-06-27,104,6,7,9,10,Medium
Business Cards,,Full Color,Vinyl,2018-10-15,2018-10-13,87,6,7,9,11,
Posters,101,Full Color,Canvas,2017-06-30,2017-06-26,141,5,7,11,12,Medium
Flyers,,Full Color,Glossy Paper,2022-06-05,2022-05-29,87,4,5,12,13,Medium
Flyers,605,Full Color,Cardboard,2016-08-10,2016-08-08,25,5,6,9,10,Medium
Flyers,,Full Color,Glossy Paper,2017-09-23,2017-09-16,56,5,6,8,9,Low
Stickers,,BW,Matte Paper,2020-12-13,2020-12-09,27,5,7,9,10,Medium
Stickers,155,,Glossy Paper,2018-05-05,2018-05-04,141,5,7,10,12,Medium
Stickers,,Full Color,Cardboard,2015-11-21,2015-11-14,100,5,7,9,10,Low
Banners,258,BW,Canvas,2019-02-12,2019-02-11,,4,5,11,12,Low
Business Cards,484,Full Color,Glossy Paper,2024-02-09,2024-02-06,122,5,6,11,12,Medium
Flyers,430,Full Color,Matte Paper,2016-05-20,2016-05-17,48,4,6,12,13,Medium
Business Cards,574,Full Color,Vinyl,2015-05-06,2015-04-29,60,6,7,8,10,Low
Business Cards,154,BW,Cardboard,2016-12-12,2016-12-10,0,4,5,12,13,Low
,,Full Color,Canvas,2024-09-29,2024-09-27,23,3,5,10,12,Low
Brochures,,Full Color,Matte Paper,2015-11-15,2015-11-10,159,5,6,8,10,High
Flyers,,,Cardboard,2025-11-12,2025-11-09,17,5,6,10,12,High
Brochures,,Full Color,Matte Paper,2022-02-18,2022-02-16,181,5,6,10,12,High
Brochures,,Full Color,Canvas,2018-01-13,2018-01-06,134,4,5,12,14,High
Flyers,,BW,Matte Paper,2025-04-25,2025-04-19,157,5,7,9,11,High
Banners,,Full Color,Vinyl,2018-12-15,2018-12-10,144,4,5,8,9,Medium
Business Cards,348,Full Color,,2022-01-09,2022-01-06,109,6,8,10,11,High
Banners,,BW,Glossy Paper,2025-10-06,2025-09-30,172,6,8,12,14,Medium
Brochures,309,BW,Glossy Paper,2024-12-15,2024-12-13,40,5,7,12,14,Medium
Banners,,Full Color,Cardboard,2016-05-26,2016-05-23,,4,6,9,11,High
Brochures,,BW,Glossy Paper,2023-09-04,2023-08-31,187,5,6,9,10,Low
Brochures,765,BW,Cardboard,2019-03-24,2019-03-23,174,3,4,11,12,
Business Cards,,Full Color,Glossy Paper,2018-11-05,2018-10-31,133,5,7,10,12,High
Banners,251,BW,,2023-06-05,2023-06-03,60,4,6,12,14,Medium
,,BW,Matte Paper,2024-01-18,2024-01-16,30,6,8,11,12,Medium
Banners,,Full Color,Matte Paper,2017-12-12,2017-12-11,122,3,5,9,10,Medium
,,Full Color,,2025-05-28,2025-05-22,162,5,6,11,13,Low
Flyers,371,BW,Matte Paper,2017-09-23,2017-09-18,57,5,7,8,10,Low
Banners,,Full Color,Canvas,2025-11-22,2025-11-20,130,5,7,11,13,High
Brochures,,Full Color,,2016-12-20,2016-12-17,45,3,4,10,11,
,627,Full Color,Cardboard,2015-10-07,2015-10-04,153,7,9,12,13,Medium
Banners,232,BW,Matte Paper,2024-11-02,2024-10-27,86,5,6,12,13,
Brochures,629,BW,Glossy Paper,2019-02-18,2019-02-15,189,5,6,8,9,Medium
Flyers,,Full Color,Matte Paper,2021-07-02,2021-06-29,195,4,5,9,11,High
Posters,,BW,Cardboard,2017-05-19,2017-05-18,183,5,7,10,11,Low
Banners,,Full Color,Matte Paper,2022-10-27,2022-10-21,123,5,6,11,13,Medium
Flyers,77,BW,Vinyl,2023-08-01,2023-07-25,,3,4,11,13,High
,135,Full Color,Cardboard,2016-04-21,2016-04-17,193,3,5,12,14,High
Flyers,,Full Color,Canvas,2024-04-23,2024-04-18,184,6,8,10,12,Medium
Business Cards,306,BW,Canvas,2017-05-01,2017-04-25,,4,6,9,11,High
Posters,,,Canvas,2016-11-02,2016-10-28,67,4,6,8,9,Medium
Brochures,743,Full Color,Canvas,2019-12-20,2019-12-14,41,5,6,9,10,Medium
Stickers,,Full Color,Vinyl,2019-11-07,2019-11-03,61,6,8,10,12,High
Business Cards,,BW,,2015-12-22,2015-12-21,199,3,4,11,13,Low
Flyers,138,Full Color,Glossy Paper,2020-07-18,2020-07-17,131,5,6,9,10,Low
Stickers,,Full Color,Matte Paper,2025-07-01,2025-06-29,163,3,5,11,12,Medium
,871,Full Color,Matte Paper,2015-07-04,2015-06-29,148,3,5,9,11,Low
Brochures,865,Full Color,,2017-04-01,2017-03-30,52,3,5,9,10,Medium
Stickers,,Full Color,Matte Paper,2015-06-24,2015-06-20,148,6,8,10,12,
Stickers,,Full Color,Glossy Paper,2021-11-29,2021-11-26,119,3,4,10,12,Medium
Business Cards,,BW,Matte Paper,2018-10-28,2018-10-22,60,3,5,11,12,Medium
Brochures,922,BW,Matte Paper,2021-10-25,2021-10-22,161,5,6,10,12,Low
Flyers,,Full Color,Matte Paper,2015-08-18,2015-08-15,70,6,7,9,10,Medium
Stickers,796,,Cardboard,2016-03-21,2016-03-17,144,4,6,11,12,Medium
Flyers,,BW,Cardboard,2017-01-01,2016-12-28,132,5,7,12,14,Low
Business Cards,,BW,Cardboard,2020-11-06,2020-11-01,145,3,5,10,12,Medium
Business Cards,823,BW,Glossy Paper,2024-12-08,2024-12-01,40,5,6,9,11,High
Banners,,Full Color,Canvas,2020-01-12,2020-01-07,178,5,6,9,10,Medium
Stickers,662,,Cardboard,2022-07-04,2022-07-03,88,5,6,8,10,High
Business Cards,,Full Color,Glossy Paper,2024-02-27,2024-02-22,189,4,6,8,9,Low
Brochures,275,BW,Matte Paper,2018-02-22,2018-02-17,,4,6,11,12,High
Flyers,,BW,Canvas,2021-07-30,2021-07-28,121,3,5,8,10,Low
Brochures,,Full Color,Cardboard,2020-09-19,2020-09-18,79,4,6,10,11,High
Business Cards,452,Full Color,Cardboard,2024-05-06,2024-04-30,,3,5,10,12,High
Brochures,,Full Color,Matte Paper,2019-04-25,2019-04-20,166,6,8,11,13,Medium
Banners,,,Canvas,2025-11-06,2025-11-03,87,7,9,9,10,Medium
Business Cards,,,Cardboard,2022-08-14,2022-08-09,,7,8,10,12,Low
Flyers,,BW,Canvas,2020-04-04,2020-04-01,171,6,7,9,11,Medium
Flyers,971,BW,Glossy Paper,2020-12-11,2020-12-04,79,5,6,9,11,Low
Brochures,377,Full Color,Vinyl,2025-10-22,2025-10-20,26,5,6,9,11,High
Business Cards,,,Glossy Paper,2021-01-22,2021-01-18,,4,6,10,12,Medium
Banners,,,Vinyl,2025-05-14,2025-05-11,,5,7,8,10,Medium
Brochures,,Full Color,Canvas,2025-01-13,2025-01-06,111,5,7,10,12,High
Posters,,Full Color,Cardboard,2017-04-23,2017-04-18,148,5,6,9,10,
Business Cards,583,Full Color,Cardboard,2017-12-30,2017-12-25,108,6,8,12,14,Medium
Stickers,,BW,Vinyl,2025-08-22,2025-08-16,130,4,5,10,12,Medium
Banners,,BW,Matte Paper,2021-10-06,2021-09-29,77,4,5,11,12,Low
Stickers,534,Full Color,Matte Paper,2021-10-28,2021-10-24,143,6,7,9,11,Medium
Flyers,677,Full Color,Matte Paper,2020-05-25,2020-05-23,164,3,5,11,13,Medium
Stickers,97,BW,Glossy Paper,2021-09-10,2021-09-09,124,5,7,10,11,High
Posters,,Full Color,Canvas,2019-05-01,2019-04-24,176,6,7,9,11,Low
,617,Full Color,,2019-05-01,2019-04-30,107,5,6,11,12,Medium
Brochures,916,BW,Vinyl,2021-07-04,2021-07-01,78,5,7,11,13,High
Flyers,,BW,Canvas,2025-12-09,2025-12-04,22,4,5,12,13,Medium
Posters,,BW,Vinyl,2017-01-22,2017-01-19,92,4,6,11,13,Medium
Stickers,,Full Color,Glossy Paper,2018-04-10,2018-04-04,60,6,7,8,9,Low
Brochures,234,Full Color,Canvas,2021-03-13,2021-03-11,166,5,7,9,10,High
Brochures,,BW,Canvas,2025-01-24,2025-01-20,184,5,6,10,11,High
Brochures,68,BW,Matte Paper,2019-11-30,2019-11-23,56,3,5,8,10,High
Flyers,514,BW,Canvas,2025-10-08,2025-10-07,67,3,4,11,12,Medium
,212,BW,Vinyl,2015-02-23,2015-02-18,164,7,9,10,12,High
Brochures,244,Full Color,Canvas,2018-08-09,2018-08-05,83,4,5,11,12,High
,980,BW,Canvas,2019-07-14,2019-07-08,149,5,7,10,12,
Posters,,Full Color,Matte Paper,2020-12-27,2020-12-20,151,3,4,10,11,Low
Business Cards,180,Full Color,Glossy Paper,2022-10-11,2022-10-04,114,5,6,8,9,High
Flyers,97,Full Color,Matte Paper,2018-11-04,2018-10-29,91,6,7,8,9,High
Flyers,131,Full Color,Matte Paper,2020-01-08,2020-01-03,29,5,6,11,12,Medium
Brochures,384,BW,Cardboard,2025-06-29,2025-06-23,19,3,4,12,14,Low
Brochures,,BW,Canvas,2017-04-18,2017-04-11,,5,6,10,12,High
Brochures,832,Full Color,Canvas,2019-06-05,2019-06-03,175,6,8,11,12,Medium
,792,BW,Glossy Paper,2025-02-25,2025-02-23,125,5,7,10,11,High
Brochures,140,Full Color,Cardboard,2015-03-27,2015-03-23,177,6,7,12,14,High
Business Cards,,BW,Canvas,2021-03-29,2021-03-22,191,5,7,9,11,High
Business Cards,,BW,Cardboard,2024-05-28,2024-05-22,,6,7,10,12,High
Posters,,BW,Cardboard,2025-02-01,2025-01-29,86,5,6,10,11,Medium
Business Cards,,Full Color,Glossy Paper,2022-01-09,2022-01-05,74,3,5,10,12,Medium
Brochures,908,BW,Cardboard,2020-04-22,2020-04-16,107,4,5,9,10,
Banners,,Full Color,Glossy Paper,2024-09-06,2024-09-05,147,4,5,10,12,Medium
Banners,,BW,,2020-02-07,2020-02-04,184,6,8,10,11,Low
Stickers,,BW,Canvas,2018-01-27,2018-01-20,54,6,7,8,10,High
Stickers,237,Full Color,Canvas,2022-08-27,2022-08-22,60,5,6,10,11,Medium
Stickers,345,Full Color,Matte Paper,2022-06-05,2022-05-31,3,4,6,10,11,Low
Posters,,Full Color,,2020-03-02,2020-02-26,7,4,6,11,13,High
Business Cards,,BW,Vinyl,2024-04-14,2024-04-08,45,6,7,10,12,High
Stickers,528,Full Color,Glossy Paper,2017-07-16,2017-07-11,17,5,6,8,9,High
,243,Full Color,Glossy Paper,2020-12-17,2020-12-15,100,4,5,10,12,Low
Flyers,108,Full Color,Cardboard,2018-12-27,2018-12-20,162,5,6,8,9,Medium
Flyers,270,BW,Glossy Paper,2016-07-25,2016-07-18,73,3,4,10,11,High
Flyers,925,Full Color,Cardboard,2022-02-13,2022-02-10,48,4,5,8,9,High
Business Cards,385,BW,Vinyl,2016-04-20,2016-04-15,,5,6,9,11,Medium
Business Cards,360,Full Color,Glossy Paper,2022-08-21,2022-08-17,169,3,5,8,10,High
Business Cards,,Full Color,Glossy Paper,2020-04-23,2020-04-18,112,7,8,8,9,
Flyers,,BW,Canvas,2022-02-22,2022-02-20,104,4,5,12,13,High
Flyers,103,BW,Matte Paper,2023-10-31,2023-10-24,108,3,5,12,13,Medium
Posters,278,BW,Glossy Paper,2024-12-27,2024-12-26,,4,5,10,12,High
Brochures,,Full Color,Matte Paper,2015-07-06,2015-07-01,89,6,7,9,10,Low
Flyers,611,,Canvas,2017-10-19,2017-10-14,152,5,7,11,12,Medium
Brochures,,,Vinyl,2023-07-11,2023-07-08,3,5,6,11,12,Medium
Brochures,,Full Color,Matte Paper,2023-01-24,2023-01-20,56,3,5,11,12,Low
,825,BW,Matte Paper,2017-10-15,2017-10-12,165,3,5,10,12,Low
,,Full Color,Glossy Paper,2021-08-21,2021-08-16,117,5,7,8,9,Medium
Posters,113,BW,Matte Paper,2020-11-17,2020-11-14,147,6,8,8,9,Medium
,142,Full Color,Matte Paper,2019-01-11,2019-01-05,,6,8,11,12,High
Flyers,,BW,Glossy Paper,2024-07-17,2024-07-14,78,3,5,11,12,
Posters,,Full Color,Glossy Paper,2020-08-31,2020-08-30,158,5,7,10,12,Medium
Stickers,,BW,,2022-08-21,2022-08-14,179,6,7,9,10,High
Flyers,947,Full Color,Vinyl,2023-07-21,2023-07-15,3,4,6,10,12,Low
Stickers,,BW,Cardboard,2022-04-06,2022-04-04,10,6,8,11,12,Medium
Business Cards,308,Full Color,Cardboard,2018-02-12,2018-02-08,5,3,4,10,12,Low
Business Cards,847,BW,Matte Paper,2020-12-12,2020-12-10,85,6,7,10,11,Low
Business Cards,,,,2016-03-23,2016-03-22,104,6,8,9,11,High
Stickers,564,BW,Vinyl,2024-03-19,2024-03-16,198,6,8,9,11,Medium
Stickers,378,Full Color,Glossy Paper,2024-07-22,2024-07-15,107,5,7,10,12,Medium
Stickers,,Full Color,Glossy Paper,2023-01-30,2023-01-23,75,4,6,11,13,Medium
Stickers,,BW,Vinyl,2023-07-13,2023-07-12,172,6,7,8,9,High
,,Full Color,,2016-08-24,2016-08-18,6,4,5,9,11,Medium
Brochures,,BW,Cardboard,2022-07-16,2022-07-13,61,4,6,10,11,High
Flyers,,BW,Glossy Paper,2025-11-16,2025-11-13,,5,6,9,10,Medium
Stickers,510,BW,Cardboard,2015-05-08,2015-05-06,83,6,7,10,11,Low
Banners,,Full Color,Matte Paper,2024-10-24,2024-10-20,27,6,7,10,11,Low
